ID,Palabra_ES,Categoria,Genero,Traduccion_EN,Traducciones_alt,Frase_ejemplo,Tema,Imagen,Audio
6a065a3b,poder,verb,∅,power,"to be able to, can",No va a poder asistir a la reunión de mañana.,verbos,"<img src=""6a065a3b.jpg"">",[sound:6a065a3b.mp3]
3b39b0f7,probar,verb,∅,try,"to test, to taste",Quiere probar el nuevo restaurante italiano del barrio.,verbos,"<img src=""3b39b0f7.jpg"">",[sound:3b39b0f7.mp3]
ecc1b471,soler,verb,∅,to usually do,to be used to (doing),Suele desayunar café con tostadas antes de ir a la oficina.,verbos,,
7931d9cd,tontear,verb,∅,fooling around,to flirt,Empezaron a tontear en la fiesta de la oficina.,verbos,,
c7d03804,tratar,verb,∅,treat,"to try to, to deal with",El médico va a tratar la lesión con fisioterapia.,verbos,"<img src=""c7d03804.jpg"">",[sound:c7d03804.mp3]
f3fb8bc1,alto/a,adj,∅,high,tall,Su hermano es muy alto y juega al baloncesto.,cualidades_generales,,
226e072c,apuesto/a,adj,∅,handsome,"handsome, dashing",Se puso un traje azul y estaba muy apuesto en la boda.,cualidades_generales,,
7cbac569,bajo/a,adj,∅,low,short (height),"Es bastante bajo, pero juega muy bien al fútbol.",cualidades_generales,,
c8fa38e7,bello/a,adj,∅,beautiful,,El paisaje de la costa es realmente bello.,cualidades_generales,"<img src=""c8fa38e7.jpg"">",[sound:c8fa38e7.mp3]
387bcebb,bonito/a,adj,∅,beautiful,"pretty, nice",Compraron una casa muy bonita cerca de la playa.,cualidades_generales,"<img src=""387bcebb.jpg"">",[sound:387bcebb.mp3]
fba0a020,elegante,adj,∅,elegant,,Lleva un traje elegante para la reunión con los clientes.,cualidades_generales,"<img src=""fba0a020.jpg"">",[sound:fba0a020.mp3]
e5c29138,feo/a,adj,∅,ugly,,El edificio nuevo del centro es bastante feo.,cualidades_generales,,
0b1cf6c5,fuerte,adj,∅,strong,"loud, intense",Necesita ser fuerte para levantar esas cajas tan pesadas.,cualidades_generales,"<img src=""0b1cf6c5.jpg"">",[sound:0b1cf6c5.mp3]
f9fd9161,guapo/a,adj,∅,handsome,,Su compañero de trabajo es muy guapo y simpático.,cualidades_generales,,
4fbc1c79,hermoso/a,adj,∅,beautiful,,Vieron un atardecer hermoso desde el hotel.,cualidades_generales,"<img src=""4fbc1c79.jpg"">",[sound:4fbc1c79.mp3]
143e8adb,izquierdo/a,adj,∅,left,,Gira a la izquierda en el próximo semáforo.,cualidades_generales,,
c845a83d,lindo/a,adj,∅,cute,pretty,Tienen un apartamento muy lindo en el centro.,cualidades_generales,"<img src=""c845a83d.jpg"">",[sound:c845a83d.mp3]
5969d9fc,precioso/a,adj,∅,beautiful,gorgeous,El vestido que compró para la boda es precioso.,cualidades_generales,"<img src=""5969d9fc.jpg"">",[sound:5969d9fc.mp3]
e4c15a28,trasero/a,adj,∅,rear,back,Entraron por la puerta trasera del edificio.,direcciones_ubicacion,,
08b38d4e,adorable,adj,∅,adorable,,La nueva compañera de piso es adorable.,cualidades_generales,,
9ed574cb,agradable,adj,∅,nice,,El ambiente en la nueva oficina es muy agradable.,cualidades_generales,"<img src=""9ed574cb.jpg"">",[sound:9ed574cb.mp3]
e9184c5a,amable,adj,∅,friendly,kind,El recepcionista del hotel fue muy amable con nosotros.,cualidades_generales,"<img src=""e9184c5a.jpg"">",[sound:e9184c5a.mp3]
792b484d,capaz,adj,∅,capable,able,Es capaz de resolver cualquier problema técnico.,cualidades_generales,"<img src=""792b484d.jpg"">",[sound:792b484d.mp3]
3bac74cb,cruel,adj,∅,cruel,,El jefe fue muy cruel al despedirlo sin explicación.,cualidades_generales,"<img src=""3bac74cb.jpg"">",[sound:3bac74cb.mp3]
b5e1e463,cuerdo/a,adj,∅,sane,rational,Nadie dudaba de que estuviera cuerdo después de tomar esa decisión.,cualidades_generales,,
0bd0ba19,curioso/a,adj,∅,curious,,Es muy curiosa y siempre hace muchas preguntas.,cualidades_generales,,
7921559f,decidido/a,adj,∅,determined,decisive,Está decidido a cambiar de trabajo este año.,cualidades_generales,"<img src=""7921559f.jpg"">",[sound:7921559f.mp3]
cbb4e4ad,desagradable,adj,∅,unpleasant,,El olor en la cocina del restaurante era desagradable.,cualidades_generales,"<img src=""cbb4e4ad.jpg"">",[sound:cbb4e4ad.mp3]
525c7017,dispuesto/a,adj,∅,willing,ready,Está dispuesto a viajar por trabajo si es necesario.,cualidades_generales,,
30536aa4,estúpido/a,adj,∅,stupid,dumb,Fue estúpido no revisar el contrato antes de firmarlo.,cualidades_generales,,
4e7553f3,experto/a,adj,∅,expert,"skilled, specialist",Es experta en marketing digital y redes sociales.,trabajo,,
f0eefdee,firme,adj,∅,firm,"steady, solid",Su postura sobre el contrato fue firme durante toda la negociación.,cualidades_generales,,
9737e30a,gracioso/a,adj,∅,funny,,Su compañero de trabajo es muy gracioso y siempre nos hace reír.,cualidades_generales,"<img src=""9737e30a.jpg"">",[sound:9737e30a.mp3]
c90d4618,honesto/a,adj,∅,honest,,Prefiere ser honesto aunque la verdad sea incómoda.,cualidades_generales,,
9336ee11,imbécil,adj,∅,idiot,"idiot, moron",No puedo creer que fuera tan imbécil como para perder las llaves del coche.,cualidades_generales,"<img src=""9336ee11.jpg"">",[sound:9336ee11.mp3]
ab32994b,inteligente,adj,∅,smart,clever,Es una empleada muy inteligente y aprende rápido.,cualidades_generales,"<img src=""ab32994b.jpg"">",[sound:ab32994b.mp3]
9e6a9f79,interesado/a,adj,∅,interested party,self-serving,"Parece interesado solo en el dinero, no en el proyecto.",cualidades_generales,"<img src=""9e6a9f79.jpg"">",[sound:9e6a9f79.mp3]
e3f3e169,listo/a,adj,∅,ready,"clever, smart (with 'ser')",Ya está listo para la entrevista de trabajo.,cualidades_generales,"<img src=""e3f3e169.jpg"">",[sound:e3f3e169.mp3]
6ca05925,loco/a,adj,∅,crazy,"insane, mad",Se volvió loco cuando perdió su vuelo por segunda vez.,cualidades_generales,,
773bf68b,mentiroso/a,adj,∅,liar,deceitful,"No confíes en él, es un mentiroso.",cualidades_generales,,
d243800a,paciente,adj,∅,patient,,Hay que ser paciente cuando el vuelo se retrasa.,cualidades_generales,,
52ffaeb6,poderoso/a,adj,∅,powerful,mighty,La empresa se ha convertido en una de las más poderosas del sector.,cualidades_generales,,
9cfb0a58,sabio/a,adj,∅,wise,,Su abuelo siempre da consejos sabios sobre el trabajo y la vida.,cualidades_generales,"<img src=""9cfb0a58.jpg"">",[sound:9cfb0a58.mp3]
8256db81,serio/a,adj,∅,serious,,El jefe se puso muy serio durante la reunión.,cualidades_generales,"<img src=""8256db81.jpg"">",[sound:8256db81.mp3]
bd5da349,tranquilo/a,adj,∅,calm,quiet,Después del examen se sintió mucho más tranquila.,emociones,"<img src=""bd5da349.jpg"">",[sound:bd5da349.mp3]
18fe65c1,valiente,adj,∅,brave,,Fue muy valiente al denunciar la situación en la empresa.,cualidades_generales,"<img src=""18fe65c1.jpg"">",[sound:18fe65c1.mp3]
17dce2c3,aburrido/a,adj,∅,boring,bored (with 'estar'),Está aburrido porque el vuelo se ha retrasado varias horas.,emociones,,
036f9ba5,asustado/a,adj,∅,scared,"frightened, afraid",Se quedó asustada al escuchar un ruido extraño en la casa.,emociones,"<img src=""036f9ba5.jpg"">",[sound:036f9ba5.mp3]
77697583,bravo/a,adj,∅,fierce,"angry (LatAm), wild (Spain)",Se puso bravo cuando le cancelaron la reunión sin avisar.,emociones,"<img src=""77697583.jpg"">",[sound:77697583.mp3]
fad104dd,cansado/a,adj,∅,tired,,"Después de la mudanza, estaba demasiado cansado para cocinar.",cuerpo_salud,"<img src=""fad104dd.jpg"">",[sound:fad104dd.mp3]
6d1e7591,contento/a,adj,∅,happy,"pleased, glad",Está muy contenta con su nuevo puesto de trabajo.,emociones,,
fb38af92,despierto/a,adj,∅,awake,,Todavía estaba despierto cuando llegó su compañero de piso.,cuerpo_salud,,
dedd6a1a,dormido/a,adj,∅,asleep,,Se quedó dormido durante la reunión por el jet lag.,cuerpo_salud,"<img src=""dedd6a1a.jpg"">",[sound:dedd6a1a.mp3]
e88eb220,enamorado/a,adj,∅,in love,,Está enamorado de su compañera desde hace meses.,emociones,,
4de3f46a,encantado/a,adj,∅,delighted,nice to meet you (greeting),"Encantada de conocerte, había oído hablar mucho de ti.",emociones,,
aad2f26e,enfadado/a,adj,∅,angry,"mad, upset",Está enfadado porque el vuelo salió con dos horas de retraso.,emociones,,
d9a40a1d,enojado/a,adj,∅,angry,"mad, upset",Se puso enojada cuando le cambiaron el turno sin avisar.,emociones,,
afe0b02b,feliz,adj,∅,happy,,Se sintió feliz al firmar el contrato del nuevo piso.,emociones,,
efaf15cb,molesto/a,adj,∅,annoying,"annoyed, bothered",Estaba molesto porque llegaron tarde a la cita de trabajo.,emociones,"<img src=""efaf15cb.jpg"">",[sound:efaf15cb.mp3]
916575d9,nervioso/a,adj,∅,nervous,,Está nerviosa antes de la entrevista de trabajo.,emociones,"<img src=""916575d9.jpg"">",[sound:916575d9.mp3]
607cb05a,orgulloso/a,adj,∅,proud,,Está orgulloso de haber terminado el máster.,emociones,"<img src=""607cb05a.jpg"">",[sound:607cb05a.mp3]
e47729b9,preocupado/a,adj,∅,worried,,Está preocupada por los resultados del análisis médico.,emociones,"<img src=""e47729b9.jpg"">",[sound:e47729b9.mp3]
e3fa901c,querido/a,adj,∅,dear,"beloved, loved",Es un amigo muy querido desde la universidad.,emociones,"<img src=""e3fa901c.jpg"">",[sound:e3fa901c.mp3]
67c71fe7,solo/a,adj,∅,alone,,Prefiere viajar solo en sus vacaciones.,cualidades_generales,"<img src=""67c71fe7.jpg"">",[sound:67c71fe7.mp3]
535500fa,triste,adj,∅,sad,,Se puso triste al despedirse de sus compañeros de trabajo.,emociones,,
3e4ea5ae,chico/a,adj,∅,boy,"small, little (as adj)",Vive en un pueblo bastante chico cerca de la costa.,cualidades_generales,"<img src=""3e4ea5ae.jpg"">",[sound:3e4ea5ae.mp3]
ff924539,corto/a,adj,∅,short,brief,"El vuelo fue bastante corto, apenas dos horas.",cualidades_generales,"<img src=""ff924539.jpg"">",[sound:ff924539.mp3]
0d17f6a5,enorme,adj,∅,huge,massive,Compraron una casa enorme en las afueras.,cualidades_generales,"<img src=""0d17f6a5.jpg"">",[sound:0d17f6a5.mp3]
5dea88a8,gran,adj,∅,great,"big, large",Fue una gran oportunidad para su carrera profesional.,cualidades_generales,"<img src=""5dea88a8.jpg"">",[sound:5dea88a8.mp3]
7a3e1c7c,grande,adj,∅,large,big,Necesitan una oficina más grande para el equipo nuevo.,cualidades_generales,"<img src=""7a3e1c7c.jpg"">",[sound:7a3e1c7c.mp3]
06a6616d,largo/a,adj,∅,long,,El viaje en tren fue muy largo y cansado.,cualidades_generales,"<img src=""06a6616d.jpg"">",[sound:06a6616d.mp3]
8be98afb,menudo/a,adj,∅,small,"often (as adv), minor (as adj)",A menudo llega tarde a las reuniones de trabajo.,tiempo_temporal,"<img src=""8be98afb.jpg"">",[sound:8be98afb.mp3]
69b78987,pequeño/a,adj,∅,small,little,Viven en un apartamento pequeño en el centro de la ciudad.,cualidades_generales,"<img src=""69b78987.jpg"">",[sound:69b78987.mp3]
488082b2,poquito/a,adj,∅,little bit,a tiny bit,Solo necesito un poquito más de tiempo para terminar el informe.,cantidad_grado,"<img src=""488082b2.jpg"">",[sound:488082b2.mp3]
3b24fa7e,azul,adj,∅,blue,,Pintaron la fachada de la casa de color azul.,colores,"<img src=""3b24fa7e.jpg"">",[sound:3b24fa7e.mp3]
f3aed1b6,blanco/a,adj,∅,white,,Llevaba una camisa blanca para la reunión importante.,colores,"<img src=""f3aed1b6.jpg"">",[sound:f3aed1b6.mp3]
4f4f968d,negro/a,adj,∅,black,,Se compró un traje negro para la boda de su hermano.,colores,"<img src=""4f4f968d.jpg"">",[sound:4f4f968d.mp3]
3a084727,oscuro/a,adj,∅,dark,,La habitación del hotel era demasiado oscura para leer.,cualidades_generales,"<img src=""3a084727.jpg"">",[sound:3a084727.mp3]
fe2e0ddc,rojo/a,adj,∅,red,,El coche rojo que vieron en la calle era nuevo.,colores,"<img src=""fe2e0ddc.jpg"">",[sound:fe2e0ddc.mp3]
d4177dc7,verde,adj,∅,green,,Pintaron la puerta de la casa de color verde.,colores,"<img src=""d4177dc7.jpg"">",[sound:d4177dc7.mp3]
cd1d030a,antiguo/a,adj,∅,old,"ancient, former",Trabajaba en un edificio antiguo del centro histórico.,cualidades_generales,,
b57417d3,nuevo/a,adj,∅,new,,Empezó un trabajo nuevo la semana pasada.,cualidades_generales,"<img src=""b57417d3.jpg"">",[sound:b57417d3.mp3]
a5f7efea,viejo/a,adj,∅,old man,old (elderly),Su coche es muy viejo y hace mucho ruido.,cualidades_generales,,
2f534bc6,adecuado/a,adj,∅,suitable,"appropriate, fitting",No llevaba la ropa adecuada para la entrevista de trabajo.,cualidades_generales,"<img src=""2f534bc6.jpg"">",[sound:2f534bc6.mp3]
0e15bd05,asombroso/a,adj,∅,amazing,,Los resultados del proyecto fueron asombrosos.,cualidades_generales,,
e7e6c350,asqueroso/a,adj,∅,disgusting,gross,La comida del avión estaba asquerosa.,cualidades_generales,"<img src=""e7e6c350.jpg"">",[sound:e7e6c350.mp3]
ee62961b,brillante,adj,∅,brilliant,"shiny, bright",Tuvo una idea brillante para mejorar las ventas.,cualidades_generales,"<img src=""ee62961b.jpg"">",[sound:ee62961b.mp3]
a25c22a5,bueno/a,adj,∅,good,,Ese hotel tiene un servicio muy bueno.,cualidades_generales,"<img src=""a25c22a5.jpg"">",[sound:a25c22a5.mp3]
6f89b222,caro/a,adj,∅,expensive,,El hotel del centro es demasiado caro para nuestro presupuesto.,dinero_finanzas,"<img src=""6f89b222.jpg"">",[sound:6f89b222.mp3]
8d69c035,cierto/a,adj,∅,true,"certain, some",Es cierto que los precios han subido este año.,cualidades_generales,"<img src=""8d69c035.jpg"">",[sound:8d69c035.mp3]
19dfd690,claro/a,adj,∅,clear,"of course, light (color)",El agua de la piscina estaba muy clara.,cualidades_generales,"<img src=""19dfd690.jpg"">",[sound:19dfd690.mp3]
bed1f51b,complicado/a,adj,∅,complicated,complex,El proceso para renovar el visado es bastante complicado.,cualidades_generales,,
6baee8d6,común,adj,∅,common,usual,Es común llegar tarde los lunes por el tráfico.,cualidades_generales,"<img src=""6baee8d6.jpg"">",[sound:6baee8d6.mp3]
9d508089,conocido/a,adj,∅,well-known,"familiar, acquaintances",Es un restaurante muy conocido en la ciudad.,cualidades_generales,,
bc7b3cc5,contrario/a,adj,∅,contrary,opposite,Tiene una opinión contraria a la de su jefe.,cualidades_generales,,
5cde4d1e,correcto/a,adj,∅,correct,right,Su respuesta en la entrevista fue completamente correcta.,cualidades_generales,,
c1c307c9,cómodo/a,adj,∅,comfortable,cozy,El sofá nuevo del salón es muy cómodo.,cualidades_generales,"<img src=""c1c307c9.jpg"">",[sound:c1c307c9.mp3]
b5e81828,debido/a,adj,∅,due,"owed, proper","Debido al mal tiempo, cancelaron el vuelo.",cualidades_generales,"<img src=""b5e81828.jpg"">",[sound:b5e81828.mp3]
407666fc,delicioso/a,adj,∅,delicious,tasty,La cena de anoche estaba deliciosa.,comida,"<img src=""407666fc.jpg"">",[sound:407666fc.mp3]
fa05ac2b,diferente,adj,∅,different,,Cada oficina tiene un ambiente diferente.,cualidades_generales,"<img src=""fa05ac2b.jpg"">",[sound:fa05ac2b.mp3]
8a520b5b,difícil,adj,∅,difficult,,El examen de conducir fue más difícil de lo esperado.,cualidades_generales,"<img src=""8a520b5b.jpg"">",[sound:8a520b5b.mp3]
a96a3853,directo/a,adj,∅,direct,"straight, nonstop",Prefiere coger un vuelo directo aunque sea más caro.,cualidades_generales,"<img src=""a96a3853.jpg"">",[sound:a96a3853.mp3]
5b125e13,disponible,adj,∅,available,free (available),El puesto de contable todavía está disponible.,trabajo,"<img src=""5b125e13.jpg"">",[sound:5b125e13.mp3]
63c5179c,distinto/a,adj,∅,different,,Su punto de vista es distinto al de sus compañeros.,cualidades_generales,"<img src=""63c5179c.jpg"">",[sound:63c5179c.mp3]
d4e9fe82,divertido/a,adj,∅,fun,entertaining,El viaje a la montaña fue muy divertido.,cualidades_generales,"<img src=""d4e9fe82.jpg"">",[sound:d4e9fe82.mp3]
27239c4b,dulce,adj,∅,sweet,,El postre estaba demasiado dulce para mi gusto.,comida,"<img src=""27239c4b.jpg"">",[sound:27239c4b.mp3]
583a035b,duro/a,adj,∅,hard,"tough, difficult",Fue un día muy duro en la oficina.,cualidades_generales,"<img src=""583a035b.jpg"">",[sound:583a035b.mp3]
8f728c67,efectivo/a,adj,∅,cash,effective (as adj),Prefiere pagar en efectivo en vez de con tarjeta.,dinero_finanzas,"<img src=""8f728c67.jpg"">",[sound:8f728c67.mp3]
6f47540b,emocionante,adj,∅,exciting,thrilling,El viaje a Japón fue una experiencia emocionante.,emociones,"<img src=""6f47540b.jpg"">",[sound:6f47540b.mp3]
8bd48b6d,equivocado/a,adj,∅,wrong,mistaken,Estaba equivocado sobre la fecha de la reunión.,participios_resultados,"<img src=""8bd48b6d.jpg"">",[sound:8bd48b6d.mp3]
4c4c0d4e,especial,adj,∅,special,,Prepararon una cena especial para celebrar el ascenso.,cualidades_generales,"<img src=""4c4c0d4e.jpg"">",[sound:4c4c0d4e.mp3]
19f8cb8a,estupendo/a,adj,∅,great,"wonderful, terrific",El hotel donde se alojaron era estupendo.,cualidades_generales,"<img src=""19f8cb8a.jpg"">",[sound:19f8cb8a.mp3]
ac374ad2,excelente,adj,∅,excellent,outstanding,Recibió una evaluación excelente en su trabajo.,cualidades_generales,,
031d6aa9,extraño/a,adj,∅,stranger,"odd, weird (as adj)",Escuchó un ruido extraño en el pasillo del hotel.,cualidades_generales,,
cf725bfe,falso/a,adj,∅,false,fake,Le dieron un billete falso de veinte euros.,cualidades_generales,,
55fc411f,famoso/a,adj,∅,celebrity,well-known (as adj),Ese actor se hizo famoso después de la película.,medios_entretenimiento,"<img src=""55fc411f.jpg"">",[sound:55fc411f.mp3]
17ece708,fantástico/a,adj,∅,fantastic,amazing,Tuvieron una fantástica experiencia en su viaje a Roma.,cualidades_generales,"<img src=""17ece708.jpg"">",[sound:17ece708.mp3]
6d4de405,favorito/a,adj,∅,favorite,,El italiano es su restaurante favorito de la ciudad.,cualidades_generales,"<img src=""6d4de405.jpg"">",[sound:6d4de405.mp3]
28744a1c,fresco/a,adj,∅,fresh,cool (temperature),El pescado en el mercado estaba muy fresco.,comida,"<img src=""28744a1c.jpg"">",[sound:28744a1c.mp3]
24dd2649,fácil,adj,∅,easy,,El examen teórico fue bastante fácil.,cualidades_generales,"<img src=""24dd2649.jpg"">",[sound:24dd2649.mp3]
fde60ef2,genial,adj,∅,great,awesome,La fiesta de la oficina estuvo genial.,cualidades_generales,"<img src=""fde60ef2.jpg"">",[sound:fde60ef2.mp3]
8d2915c4,grandioso/a,adj,∅,great,magnificent,Tuvieron una grandiosa vista desde la habitación del hotel.,cualidades_generales,"<img src=""8d2915c4.jpg"">",[sound:8d2915c4.mp3]
3027f3c7,gratis,adj,∅,free,,La entrada al museo es gratis los domingos.,dinero_finanzas,"<img src=""3027f3c7.jpg"">",[sound:3027f3c7.mp3]
386a023b,grave,adj,∅,serious,severe,Tuvo un accidente grave en la autopista.,cuerpo_salud,"<img src=""386a023b.jpg"">",[sound:386a023b.mp3]
dda10458,horrible,adj,∅,horrible,awful,El servicio en ese restaurante fue horrible.,cualidades_generales,,
922fb303,igual,adj,∅,same,"equal, the same",Los dos presupuestos son prácticamente iguales.,cantidad_grado,"<img src=""922fb303.jpg"">",[sound:922fb303.mp3]
1f81809f,importante,adj,∅,important,,Es importante llegar puntual a las reuniones de trabajo.,cualidades_generales,"<img src=""1f81809f.jpg"">",[sound:1f81809f.mp3]
f6850b82,imposible,adj,∅,impossible,,Es imposible terminar el proyecto para mañana.,cualidades_generales,"<img src=""f6850b82.jpg"">",[sound:f6850b82.mp3]
ced9f66e,impresionante,adj,∅,impressive,stunning,Las vistas desde la montaña eran impresionantes.,cualidades_generales,,
a3dc370e,increíble,adj,∅,amazing,unbelievable,Tuvo una experiencia increíble durante su viaje a Perú.,cualidades_generales,,
f72a2204,interesante,adj,∅,interesting,,El curso de programación fue muy interesante.,cualidades_generales,"<img src=""f72a2204.jpg"">",[sound:f72a2204.mp3]
e703c2b7,inútil,adj,∅,useless,pointless,Fue inútil intentar arreglar la impresora vieja.,cualidades_generales,"<img src=""e703c2b7.jpg"">",[sound:e703c2b7.mp3]
6fbea17b,justo/a,adj,∅,fair,,El aumento de sueldo que recibió fue justo.,cualidades_generales,,
d7dc6436,lento/a,adj,∅,slow,,La conexión a internet en el hotel era muy lenta.,cualidades_generales,"<img src=""d7dc6436.jpg"">",[sound:d7dc6436.mp3]
acfcbe11,libre,adj,∅,free,"available, vacant",Este fin de semana tiene el sábado libre.,cualidades_generales,"<img src=""acfcbe11.jpg"">",[sound:acfcbe11.mp3]
47eedbc8,maldito/a,adj,∅,damn,"cursed, damned","¡Maldito tráfico, vamos a llegar tarde otra vez!",lenguaje_coloquial,,
95ac6712,malo/a,adj,∅,bad,,Tuvo un día muy malo en la oficina.,cualidades_generales,,
c86a3bb3,maravilloso/a,adj,∅,wonderful,,Pasaron unas vacaciones maravillosas en la playa.,cualidades_generales,,
7be435c0,mejor,adj,∅,best,better,Este es el mejor restaurante de la ciudad.,cantidad_grado,,
8f4ef05b,natural,adj,∅,natural,,Prefiere usar productos naturales para cocinar.,cualidades_generales,"<img src=""8f4ef05b.jpg"">",[sound:8f4ef05b.mp3]
31d9e487,necesario/a,adj,∅,needed,,Es necesario reservar el vuelo con antelación.,cualidades_generales,"<img src=""31d9e487.jpg"">",[sound:31d9e487.mp3]
fea08751,normal,adj,∅,normal,,Es normal sentirse nervioso antes de una entrevista.,cualidades_generales,"<img src=""fea08751.jpg"">",[sound:fea08751.mp3]
4068b156,obvio/a,adj,∅,obvious,evident,Era obvio que el vuelo iba a retrasarse.,cualidades_generales,,
919c8b64,original,adj,∅,original,,Tuvo una idea muy original para el proyecto.,cualidades_generales,"<img src=""919c8b64.jpg"">",[sound:919c8b64.mp3]
c5a413df,parecido/a,adj,∅,similar,alike,Su piso es bastante parecido al de su hermana.,cualidades_generales,,
e5dee84f,particular,adj,∅,private,"specific, individual",Tiene una clase particular de inglés los martes.,cualidades_generales,"<img src=""e5dee84f.jpg"">",[sound:e5dee84f.mp3]
6f501e0b,peligroso/a,adj,∅,dangerous,risky,Esa zona de la ciudad es peligrosa de noche.,cualidades_generales,"<img src=""6f501e0b.jpg"">",[sound:6f501e0b.mp3]
11c34080,peor,adj,∅,worse,worst,El tráfico hoy fue peor que ayer.,cantidad_grado,,
af1dcbb5,perfecto/a,adj,∅,perfect,,El clima estuvo perfecto para la excursión.,cualidades_generales,,
c7025a75,pobre,adj,∅,poor,,Creció en una familia pobre pero siempre trabajó duro.,dinero_finanzas,"<img src=""c7025a75.jpg"">",[sound:c7025a75.mp3]
5fa3852b,popular,adj,∅,popular,,Ese bar se ha vuelto muy popular entre los turistas.,cualidades_generales,"<img src=""5fa3852b.jpg"">",[sound:5fa3852b.mp3]
1c7fc07c,posible,adj,∅,possible,,Es posible que lleguemos tarde por el tráfico.,cualidades_generales,"<img src=""1c7fc07c.jpg"">",[sound:1c7fc07c.mp3]
8cb904a5,privado/a,adj,∅,private,,Tiene una reunión privada con el director.,cualidades_generales,"<img src=""8cb904a5.jpg"">",[sound:8cb904a5.mp3]
aa2907df,probable,adj,∅,likely,,Es probable que llueva esta tarde.,cualidades_generales,"<img src=""aa2907df.jpg"">",[sound:aa2907df.mp3]
69511a69,profundo/a,adj,∅,deep,,El lago es muy profundo en esa zona.,cualidades_generales,,
bea57335,práctico/a,adj,∅,practical,,Es un regalo muy práctico para el viaje.,cualidades_generales,"<img src=""bea57335.jpg"">",[sound:bea57335.mp3]
93e3fa31,puro/a,adj,∅,pure,,El aire en la montaña es muy puro.,cualidades_generales,"<img src=""93e3fa31.jpg"">",[sound:93e3fa31.mp3]
ed819d22,raro/a,adj,∅,rare,"strange, weird",Es raro que no haya contestado el correo todavía.,cualidades_generales,"<img src=""ed819d22.jpg"">",[sound:ed819d22.mp3]
4bca2430,real,adj,∅,real,,La historia que contó era completamente real.,cualidades_generales,,
bc4fc9de,rico/a,adj,∅,rich,"tasty, delicious (with 'estar')",Se hizo rico después de vender su empresa.,dinero_finanzas,,
b1c6d7eb,ridículo/a,adj,∅,ridiculous,absurd,El precio de ese hotel es ridículo.,cualidades_generales,"<img src=""b1c6d7eb.jpg"">",[sound:b1c6d7eb.mp3]
c383da83,rápido/a,adj,∅,fast,quick,Necesita una conexión a internet más rápida.,cualidades_generales,,
8207dff0,seguro/a,adj,∅,insurance,"safe, certain (as adj)",Contrató un seguro médico antes de viajar.,dinero_finanzas,,
ab1571de,sencillo/a,adj,∅,simple,straightforward,El proceso para renovar el pasaporte fue bastante sencillo.,cualidades_generales,,
8dbdda48,simple,adj,∅,simple,,La solucion al problema fue muy simple.,cualidades_generales,,
9c49efce,suave,adj,∅,soft,"gentle, smooth",La camisa nueva es de un tejido muy suave.,cualidades_generales,"<img src=""9c49efce.jpg"">",[sound:9c49efce.mp3]
199f02af,supuesto/a,adj,∅,assumption,alleged,El supuesto ladrón fue detenido por la policía.,ley_crimen,,
b4553444,terrible,adj,∅,terrible,awful,El tráfico esta mañana fue terrible.,cualidades_generales,"<img src=""b4553444.jpg"">",[sound:b4553444.mp3]
6dc094e4,urgente,adj,∅,urgent,pressing,Recibió un correo urgente del jefe esta mañana.,cualidades_generales,,
da2691fb,verdadero/a,adj,∅,true,"real, genuine",Nunca supo cuál era la verdadera razón del despido.,cualidades_generales,"<img src=""da2691fb.jpg"">",[sound:da2691fb.mp3]
afacb12f,útil,adj,∅,helpful,handy,Esa aplicación es muy útil para organizar el trabajo.,cualidades_generales,,
1727db77,abierto/a,adj,∅,open,,La tienda está abierta hasta las nueve de la noche.,participios_resultados,"<img src=""1727db77.jpg"">",[sound:1727db77.mp3]
90b94041,atrapado/a,adj,∅,trapped,stuck,Se quedaron atrapados en el ascensor durante media hora.,participios_resultados,,
262babd8,borracho/a,adj,∅,drunk,intoxicated,Estaba demasiado borracho para conducir a casa.,cuerpo_salud,,
4b16be6d,caliente,adj,∅,hot,warm,El café todavía estaba caliente cuando llegó a la oficina.,comida,"<img src=""4b16be6d.jpg"">",[sound:4b16be6d.mp3]
8536d9f9,cambiado/a,adj,∅,changed,,El plan de viaje ha cambiado por el mal tiempo.,participios_resultados,"<img src=""8536d9f9.jpg"">",[sound:8536d9f9.mp3]
a17f794a,caído/a,adj,∅,fallen,,Encontraron un árbol caído en la carretera.,participios_resultados,"<img src=""a17f794a.jpg"">",[sound:a17f794a.mp3]
956f47f7,cerrado/a,adj,∅,closed,,La oficina de correos estaba cerrada los domingos.,participios_resultados,,
41b990bb,comido/a,adj,∅,eaten,,Ya se había comido todo el almuerzo cuando llegamos.,comida,,
3eb23f71,comprado/a,adj,∅,purchased,,El regalo ya estaba comprado antes del cumpleaños.,participios_resultados,,
534dc073,conseguido/a,adj,∅,achieved,,Por fin ha conseguido el puesto que quería.,participios_resultados,,
44b08445,convertido/a,adj,∅,converted,turned into,Su hobby se ha convertido en un negocio rentable.,participios_resultados,,
9c02ce3c,cubierto/a,adj,∅,covered,,El coche estaba cubierto de nieve esta mañana.,participios_resultados,"<img src=""9c02ce3c.jpg"">",[sound:9c02ce3c.mp3]
d5e0b4fa,cuidado/a,adj,∅,care,"cared for, looked after",El jardín estaba muy bien cuidado.,participios_resultados,"<img src=""d5e0b4fa.jpg"">",[sound:d5e0b4fa.mp3]
6e46126b,dejado/a,adj,∅,left,abandoned,El mensaje dejado para ti está en la mesa.,participios_resultados,,
